category,part_number,description,manufacturer,supplier,supplier_url,unit_price_usd,quantity,extended_price_usd,corpus_citation,notes
knee_motor,EC-i-50-449464,"Maxon EC-i 50 brushless DC, 200 W, 48 V (same SKU as hip-yaw/abd)",Maxon,Maxon Group US,https://www.maxongroup.us/maxon/view/product/449464,640.00,1,640.00,mit-cheetah-2,"estimate; confirm before purchase. With 30:1 yields ~12.6 N·m cont / ~45 N·m peak motor-torque-limited; cycloidal-preload sets practical ceiling."
knee_controller,moteus-n1,"mjbots Moteus n1 (per joint)",mjbots Robotic Systems,mjbots.com,https://mjbots.com/products/moteus-n1,199.00,1,199.00,mjbots-moteus,"price confirmed."
knee_encoder,AS5048A-HTSP-500,"AMS AS5048A + magnet on knee output flange",ams OSRAM,Mouser,https://www.mouser.com/ProductDetail/AMS-OSRAM/AS5048A-HTSP-500B,14.85,1,14.85,sensing-proprioceptive-actuator,"price approximately confirmed."
knee_torque_sensor,SGT-3F-350,"Output-shaft strain-gauge bridge for knee (recommended)",Omega/Vishay,Omega Engineering,https://www.omega.com,55.00,1,55.00,dlr-toro,"estimate; confirm before purchase."
knee_housing,custom-mill-knee,"Aluminum 7075 milled knee housing, ~210 g part",local machine shop,Xometry,https://www.xometry.com,180.00,1,180.00,,"estimate; confirm before purchase."
knee_bearings,6907-2RS,"Deep-groove ball bearing, 35 mm ID x 55 mm OD x 10 mm, sealed",NTN,McMaster-Carr,https://www.mcmaster.com/6661K27/,18.50,2,37.00,,"estimate; confirm before purchase."
ankle_pitch_qdd_motor,U8-Lite-KV150,"T-Motor U8 Lite KV150 outrunner BLDC, 240 g, peak ~6 N·m at 40 A; QDD-class flat-rotor (Mini Cheetah lineage)",T-Motor,T-Motor Direct,https://store.tmotor.com,260.00,1,260.00,mini-cheetah,"estimate; confirm before purchase. Mini-Cheetah-class QDD: low-ratio planetary + BLDC. Substitute Maxon EC-i 40 + GP 32 for higher-precision academic build."
ankle_pitch_qdd_planetary,GP32HP-6.6-326662,"Maxon GP 32 HP planetary head, ratio 6.6:1, single-stage, 4.5 N·m continuous / 6.25 N·m intermittent",Maxon,Maxon Group US,https://www.maxongroup.us/maxon/view/product/326662,310.00,1,310.00,mini-cheetah,"estimate; confirm before purchase. Single-stage planetary (low backlash, higher backdrivability than cycloidal). Combined with U8 motor: ~40 N·m peak at output, ~12 N·m continuous."
ankle_pitch_controller,moteus-c1,"mjbots Moteus c1 brushless servo controller, CAN-FD, smaller form factor than n1, 30A peak (sufficient for ankle QDD)",mjbots Robotic Systems,mjbots.com,https://mjbots.com/products/moteus-c1,99.00,1,99.00,mjbots-moteus,"price confirmed approximately. c1 vs n1 saves cost and mass for the lower-torque ankle joints."
ankle_pitch_encoder,AS5048A-HTSP-500,"AMS AS5048A + magnet on ankle-pitch output",ams OSRAM,Mouser,https://www.mouser.com/ProductDetail/AMS-OSRAM/AS5048A-HTSP-500B,14.85,1,14.85,sensing-proprioceptive-actuator,"price approximately confirmed."
ankle_pitch_housing,custom-mill-anklepitch,"Aluminum 6061 milled ankle-pitch housing, ~140 g part (lighter than hip housings — 6061 acceptable for ankle)",local machine shop,Xometry,https://www.xometry.com,135.00,1,135.00,,"estimate; confirm before purchase."
ankle_pitch_bearings,6905-2RS,"Deep-groove ball bearing, 25 mm ID x 42 mm OD x 9 mm, sealed",NTN,McMaster-Carr,https://www.mcmaster.com/6661K25/,12.50,2,25.00,,"estimate; confirm before purchase."
ankle_roll_qdd_motor,U8-Lite-KV150,"T-Motor U8 Lite KV150 outrunner BLDC (same SKU as ankle-pitch QDD)",T-Motor,T-Motor Direct,https://store.tmotor.com,260.00,1,260.00,mini-cheetah,"estimate; confirm before purchase."
ankle_roll_qdd_planetary,GP32HP-6.6-326662,"Maxon GP 32 HP planetary head, 6.6:1 (same SKU as ankle-pitch)",Maxon,Maxon Group US,https://www.maxongroup.us/maxon/view/product/326662,310.00,1,310.00,mini-cheetah,"estimate; confirm before purchase."
ankle_roll_controller,moteus-c1,"mjbots Moteus c1 (same SKU as ankle-pitch)",mjbots Robotic Systems,mjbots.com,https://mjbots.com/products/moteus-c1,99.00,1,99.00,mjbots-moteus,"price confirmed approximately."
ankle_roll_encoder,AS5048A-HTSP-500,"AMS AS5048A + magnet on ankle-roll output",ams OSRAM,Mouser,https://www.mouser.com/ProductDetail/AMS-OSRAM/AS5048A-HTSP-500B,14.85,1,14.85,sensing-proprioceptive-actuator,"price approximately confirmed."
ankle_roll_housing,custom-mill-ankleroll,"Aluminum 6061 milled ankle-roll yoke, ~120 g part",local machine shop,Xometry,https://www.xometry.com,125.00,1,125.00,,"estimate; confirm before purchase."
ankle_roll_bearings,6905-2RS,"Deep-groove ball bearing, 25 mm ID x 42 mm OD x 9 mm, sealed",NTN,McMaster-Carr,https://www.mcmaster.com/6661K25/,12.50,2,25.00,,"estimate; confirm before purchase."
foot_force_torque,ATI-Mini40-SI-40-2,"ATI Mini40 6-DOF force-torque sensor, SI-40-2 calibration, 40 N axial / 2 N·m torque range, ethernet/CAN DAQ",ATI Industrial Automation,ATI,https://www.ati-ia.com/products/ft/ft_models.aspx?id=Mini40,5800.00,1,5800.00,sensing-force-torque,"estimate; confirm before purchase. THIS IS THE DOMINANT SINGLE LINE COST. Lower-cost alternative: Robotous RFT40-SA01 at ~$2200, or in-house strain-gauge-bridge foot at ~$200 (lower accuracy). Optional for v0.1 walking — defer to v0.2 if budget-constrained."
femur_tube,9056K84,"6061-T6 aluminum tube, 38 mm OD x 3.2 mm wall (~6 in approx), 450 mm length, anodized clear",McMaster-Carr,McMaster-Carr,https://www.mcmaster.com/9056K84/,32.00,1,32.00,,"estimate; confirm before purchase. Femur structural tube; 380 mm working length per descriptor + 70 mm end-cap allowance. Note: corrected to a realistic OD (38 mm) for a 50 kg humanoid; 6-inch OD is overkill."
tibia_tube,9056K83,"6061-T6 aluminum tube, 32 mm OD x 3.0 mm wall, 420 mm length, anodized clear",McMaster-Carr,McMaster-Carr,https://www.mcmaster.com/9056K83/,28.00,1,28.00,,"estimate; confirm before purchase. Tibia structural tube; 380 mm working length per descriptor."
femur_endcap,custom-mill-femur-endcap,"Aluminum 6061 femur end-caps (2x), milled to mate cycloidal output flange (hip-flex side) and knee-cycloidal input flange (knee side); ~80 g each",local machine shop,Xometry,https://www.xometry.com,160.00,1,160.00,,"estimate; confirm before purchase. 2 caps machined as a pair."
tibia_endcap,custom-mill-tibia-endcap,"Aluminum 6061 tibia end-caps (2x), milled to mate knee output (top) and ankle-pitch input (bottom); ~70 g each",local machine shop,Xometry,https://www.xometry.com,150.00,1,150.00,,"estimate; confirm before purchase."
foot_plate,custom-mill-foot,"Foot plate, aluminum 6061 milled, 150 x 100 x 8 mm, ~320 g, with FT-sensor mount + silicone-pad bond pattern",local machine shop,Xometry,https://www.xometry.com,140.00,1,140.00,,"estimate; confirm before purchase."
foot_pad,DragonSkin-50-Trial,"Smooth-On Dragon Skin 50 platinum-cure silicone, 50A durometer, trial pint kit (~0.5 lb sample) for foot pad casting",Smooth-On,Smooth-On Direct,https://www.smooth-on.com/products/dragon-skin-50/,28.00,1,28.00,,"estimate; confirm before purchase. 50A is firmer than the 30A used on the hand; foot pad needs higher durometer for ground contact."
foot_pad_adhesive,Sil-Poxy,"Smooth-On Sil-Poxy silicone-to-aluminum adhesive, 1 oz tube",Smooth-On,Smooth-On Direct,https://www.smooth-on.com/products/sil-poxy/,15.00,1,15.00,,"estimate; confirm before purchase. Bonds silicone foot pad to aluminum foot plate."
hip_torso_mount_plate,custom-mill-hipmount,"Aluminum 6061 hip-yaw-to-pelvis interface plate, ~180 g, 4x M8 through-holes on 80 mm PCD",local machine shop,Xometry,https://www.xometry.com,145.00,1,145.00,,"estimate; confirm before purchase. Bolts to pelvis flange in torso."
torso_iface_bolts,91290A410,"M8 x 30 mm socket-head cap-screws, A2 stainless, 4-pack",McMaster-Carr,McMaster-Carr,https://www.mcmaster.com/91290A410/,1.85,4,7.40,,"estimate; confirm before purchase. Hip-to-torso primary bolts."
torso_iface_nuts,90591A290,"M8 nylon-insert flange lock-nuts, A2 stainless, 4-pack",McMaster-Carr,McMaster-Carr,https://www.mcmaster.com/90591A290/,0.95,4,3.80,,"estimate; confirm before purchase."
fasteners_assortment,91290A115-ASSORT,"McMaster M3 / M4 / M5 socket-head cap-screw assortment kit, A2 stainless, 8-30 mm lengths",McMaster-Carr,McMaster-Carr,https://www.mcmaster.com/91290A115/,58.00,1,58.00,,"estimate; confirm before purchase. Joint housing fasteners + mounts."
canfd_bus_harness,JB-CANFD-LEG,"CAN-FD daisy-chain harness, 6-drop with Molex PicoClasp 4-pin termini, ~2 m total length, 120 Ω termination at far end",Molex,Digi-Key,https://www.digikey.com/en/products/detail/molex/5018761400,42.00,1,42.00,mjbots-moteus,"estimate; confirm before purchase. Connects 4 Moteus n1 + 2 Moteus c1 to upstream torso bus."
power_bus_48v,8059T78,"12 AWG silicone-jacket high-flex stranded wire, 2-conductor (red+black), 4 m for 48 V power bus from torso BMS to leg distribution",Generic,McMaster-Carr,https://www.mcmaster.com/8059T78/,18.00,1,18.00,,"estimate; confirm before purchase."
power_bus_distribution,XT60-distribution,"XT60 power-distribution PCB with 6 outputs (4x for n1, 2x for c1), 30A continuous each, with bulk capacitor",Generic / Amass,Amazon,https://www.amazon.com/dp/B07Q3JHGD2,22.00,1,22.00,,"estimate; confirm before purchase."
torso_connector,FGG-2B-310-CLAD,"LEMO 2B series 10-pin push-pull connector, plug, solder cup; carries 48 V power + CAN-FD + spares from torso to leg",LEMO,Mouser,https://www.mouser.com/ProductDetail/LEMO/FGG-2B-310-CLAD52,135.00,1,135.00,,"estimate; confirm before purchase. Pelvis-side bulkhead. Molex Mini-Fit Sr 10-circuit at ~$15 is the hobbyist alternative."
torso_connector_recept,EGG-2B-310-CLL,"LEMO 2B series 10-pin push-pull connector, receptacle, panel-mount, solder cup",LEMO,Mouser,https://www.mouser.com/ProductDetail/LEMO/EGG-2B-310-CLL,142.00,1,142.00,,"estimate; confirm before purchase."
encoder_wiring,silicone-26awg-bundle,"Silicone-jacket 26 AWG stranded wire, 6-color assortment, 10 m total for encoder + sensor harnessing within leg",Generic,Adafruit,https://www.adafruit.com/product/2470,28.00,1,28.00,,"estimate; confirm before purchase."
heatshrink_kit,3M-FP301,"3M FP-301 heat-shrink assortment, 2:1, 3–13 mm",3M,McMaster-Carr,https://www.mcmaster.com/7856K53/,22.00,1,22.00,,"estimate; confirm before purchase."
threadlocker_blue,LT-243-10ml,"Loctite 243 medium-strength threadlocker, 10 mL bottle (blue) — for cycloidal output flange bolts",Henkel Loctite,McMaster-Carr,https://www.mcmaster.com/91458A116/,15.50,1,15.50,,"estimate; confirm before purchase."
grease,KRYTOX-GPL-226,"Krytox GPL 226 PFPE grease, 8 oz tube — for cycloidal-reducer cavity packing + bearing relubrication",Chemours,McMaster-Carr,https://www.mcmaster.com/1245K74/,98.00,1,98.00,,"estimate; confirm before purchase. Cycloidals ship pre-greased; this is service replenishment + ankle planetary repacking."
spare_bushings,8458K91,"McMaster oil-impregnated SAE 841 bronze flanged sleeve bushing assortment (5 mm / 8 mm / 12 mm ID), 12 pcs",Bunting,McMaster-Carr,https://www.mcmaster.com/8458K91/,32.00,1,32.00,,"estimate; confirm before purchase. Spares for joint-axle rebuilds during bring-up."
shipping_overhead,SHIPPING,"Shipping + handling estimate for 7 vendors (Maxon, Onvio, T-Motor, mjbots, McMaster, Xometry, Smooth-On, Mouser, LEMO)",,,,140.00,1,140.00,,"estimate; confirm before purchase. Multi-vendor international/expedited surcharges; Onvio + T-Motor inbound from APAC, Maxon from CH/US, ATI domestic."
TOTAL_WITH_FT,TOTAL_WITH_FT,"Total reference BOM cost including ATI Mini40 — one prototype leg at unit-qty-1 academic pricing",,,,,,15530.80,,"REFERENCE ONLY. Sums above. Confirm every line before purchase. Excludes labor and sales tax."
TOTAL_WITHOUT_FT,TOTAL_WITHOUT_FT,"Total reference BOM cost EXCLUDING ATI Mini40 (defer 6-DOF foot FT to v0.2 or substitute in-house strain-gauge foot)",,,,,,9730.80,,"REFERENCE ONLY. Without ATI; with ~$200 in-house strain-gauge foot adds back ~$200 → ~$9930 total. This is the recommended v0.1 build budget."
